SendInstitution,SendInstitutionCity,SendInstitutionState,SendInstitutionCountry,SendInstitutionOPEID,SendEditionLowYear,SendEditionHighYear,SendCourse1CourseCode,SendCourse1CourseTitle,SendCourse1Units,SendCourse2CourseCode,SendCourse2CourseTitle,SendCourse2Units,SendCourse3CourseCode,SendCourse3CourseTitle,SendCourse3Units,SendCourse4CourseCode,SendCourse4CourseTitle,SendCourse4Units,SendCourse5CourseCode,SendCourse5CourseTitle,SendCourse5Units,SendCourse6CourseCode,SendCourse6CourseTitle,SendCourse6Units,SendCourse7CourseCode,SendCourse7CourseTitle,SendCourse7Units,SendCourse8CourseCode,SendCourse8CourseTitle,SendCourse8Units,SendCourse9CourseCode,SendCourse9CourseTitle,SendCourse9Units,SendCourse10CourseCode,SendCourse10CourseTitle,SendCourse10Units,ReceiveInstitution,ReceiveEditionLowYear,ReceiveEditionHighYear,ReceiveCourse1CourseCode,ReceiveCourse1CourseTitle,ReceiveCourse1Units,ReceiveCourse2CourseCode,ReceiveCourse2CourseTitle,ReceiveCourse2Units,ReceiveCourse3CourseCode,ReceiveCourse3CourseTitle,ReceiveCourse3Units,ReceiveCourse4CourseCode,ReceiveCourse4CourseTitle,ReceiveCourse4Units,ReceiveCourse5CourseCode,ReceiveCourse5CourseTitle,ReceiveCourse5Units,ReceiveCourse6CourseCode,ReceiveCourse6CourseTitle,ReceiveCourse6Units,ReceiveCourse7CourseCode,ReceiveCourse7CourseTitle,ReceiveCourse7Units,ReceiveCourse8CourseCode,ReceiveCourse8CourseTitle,ReceiveCourse8Units,ReceiveCourse9CourseCode,ReceiveCourse9CourseTitle,ReceiveCourse9Units,ReceiveCourse10CourseCode,ReceiveCourse10CourseTitle,ReceiveCourse10Units,ActiveDateBegin,ActiveDateEnd,ContactName,EQCreateDateTime,EQLEditDateTime,HideFlag,CommentsPublic,CommentsPrivate
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 206,Community Practice,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:15,7/29/21 12:15,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 225,Skills and Interventions II,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 226,Level IB Fieldwork,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2001,Departmental Elective Credit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:16,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 236,Professional Transitions and Management,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:16,7/29/21 12:16,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 246,Pediatric Issues in Occupational Therapy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2003,Departmental Elective Credit,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:16,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 256,Elder Issues in Occupational Therapy,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:16,7/29/21 12:16,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 267,Level IIA Fieldwork,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2005,Departmental Elective Credit,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:16,7/29/21 12:16,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 277,Level IIB Fieldwork,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2005,Departmental Elective Credit,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:17,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,OTA 286,Clinical Seminar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/21,,Zac Lewis,7/29/21 12:18,7/29/21 12:18,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,STA 210,Statistics: A Force in Human Judgement,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2019,2020,SOC 232,Social Statistics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,8/25/22,Zac Lewis,6/2/20 23:49,8/26/22 5:36,Yes,GE Quantitative Reasoning,GEQR  //
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2019,2020,SWK 222,Development of Social Welfare,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2019,2020,SWK 310,Social Welfare Policy History,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,10/23/22,Zac Lewis,6/2/20 23:49,10/24/22 11:30,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,ART 105,Ancient Through Medieval Art History,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2017,2018,ARH 391,Survey of Art History II: Western Art,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,11/3/22,Shannon Tipton,12/4/18 16:48,11/3/22 12:51,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,ART 106,Renaissance Through Modern Art History,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2017,2018,ARH 391,Survey of Art History II: Western Art,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,11/3/22,Shannon Tipton,12/4/18 16:48,11/3/22 12:51,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,BAS 287,Supervisory Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,MGT X200,MANAGEMENT ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,4/21/22,Shannon Tipton,12/4/18 16:48,4/22/22 6:45,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,BIO 148,Introductory Biology I,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,BIO 111,Cell and Molecular Biology,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,8/10/22,Shannon Tipton,12/4/18 16:48,8/10/22 7:31,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,BIO 150,Principles of Biology I,3,BIO 151,Principles of Biology Laboratory I,2,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,BIO 111,Cell and Molecular Biology,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,8/9/22,Shannon Tipton,12/4/18 16:48,8/10/22 7:32,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,BIO 155,Introductory Biology Laboratory,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2017,2018,AST 130,Introductory Astronomy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,8/9/22,Shannon Tipton,12/4/18 16:48,8/10/22 6:21,Yes,,KCTCS uses BIO 155 designation for two different courses BIO 155 Astrobiology and BIO 155 Introductory Biology Lab.  Default KCTCS BIO 155 to Introductory Biology.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,CIT 249,Java II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2016,2017,CIS 250,Business Programming II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,10/4/22,Shannon Tipton,12/4/18 16:48,10/5/22 9:00,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,CS 115,Introduction to Computer Programming,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CSC X100,COMPUTER SCIENCE ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,6/23/22,Shannon Tipton,12/4/18 16:48,6/24/22 12:39,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,FRS 1011,Fire Department Organization I,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,FSE X100,FIRE AND SAFETY ENGINEERING TECHNOLOGY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,5/3/22 8:38,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,FRS 1033,Fire Control I,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,FSE X100,FIRE AND SAFETY ENGINEERING TECHNOLOGY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,4/18/22 9:10,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,FRS 2032,Drivers Training,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2022,2023,FSE X100,FIRE AND SAFETY ENGINEERING TECHNOLOGY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,1/11/23 10:13,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,HIM 102,Archives Studies: Characteristics & Overview,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,HIS X100,HISTORY COURSE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/22,,On-Campus *Jason Webster,6/22/22 10:00,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,HMS 101,Human Services Survey,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,SWK 210,Introduction to Social Work,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/19,10/23/22,eCampus *Lauren Edmondson,2/11/19 13:54,10/24/22 11:31,Yes,,EKU Social Work Dept request change.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,HST 122,Clinical Pathophysiology,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,HSA 303,Fundamentals of Medical Science,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/11/21 14:30,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 101,Orientation to Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,EDF 203,Educational Foundations,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:06,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 101,Orientation to Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 203,Philosophical & Historical Foundations of the EC Profession,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:04,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 102,Foundations of Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 132,Introduction to the Family,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:08,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 120,"Health, Safety and Nutrition",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X100,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/25/22,Shannon Tipton,12/4/18 16:48,9/26/22 11:37,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 130,Early Childhood Development,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 235,Child Development: Conception- Eight Years,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:15,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 170,Observation and Assessment,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 310,Observation and Assessment in ECE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/14/22,Shannon Tipton,12/4/18 16:48,9/15/22 6:47,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 180,Approaches to Early Childhood Education Curriculum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X100,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/13/22 6:54,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 190,Applied Experiences in Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CDF X100,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/26/22,,On-Campus *Jason Webster,9/26/22 11:35,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 190,Applied Experiences in Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X100,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/25/22,Shannon Tipton,12/4/18 16:48,9/26/22 11:41,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 190,Applied Experiences in Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2019,2020,CDF X1003,Departmental Elective Credit,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,9/25/22,Zac Lewis,6/2/20 23:49,9/26/22 11:41,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 210,Families and Communities in Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 132,Introduction to the Family,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:19,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 216,Literacy and Language in IECE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 363,Early Childhood Literacy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/14/22,Shannon Tipton,12/4/18 16:48,9/15/22 6:48,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 221,Creative Expressions in IECE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 246,Creative Activities and Materials for Young Children,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:12,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 230,Business Administration of ECE Programs,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X200,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/14/22,Shannon Tipton,12/4/18 16:48,9/15/22 6:52,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 240,Administration of Early Childhood Education,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X200,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/14/22,Shannon Tipton,12/4/18 16:48,9/15/22 7:10,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 246,Sciences and Math in IECE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X200,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 8:20,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 250,School Age Child Care,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF X200,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/14/22,Shannon Tipton,12/4/18 16:48,9/15/22 7:16,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 260,Infant and Toddler Education and Programming,3,IEC 291,IECE Practicum/Cooperative Education,3,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,CDF 327S,Family Involvement with Young Children,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,9/11/22,Shannon Tipton,12/4/18 16:48,9/12/22 9:58,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,IEC 299,Special Topics in Early Childhood Education,3-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CDF X200,CHILD AND FAMILY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/26/22,,On-Campus *Jason Webster,9/26/22 11:36,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,LAS 201,Introduction to Latin America,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,FCC 226,Hispanic Culture and Civilization,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,5/31/20,Shannon Tipton,12/4/18 16:48,12/7/22 6:46,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,MAT 150,College Algebra,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,MAT 114,College Algebra,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/19/19,11/6/22,eCampus *Lauren Edmondson,4/19/19 13:28,11/7/22 5:31,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,MAT 150,College Algebra,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,MAT 114,College Algebra,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,11/6/22,Shannon Tipton,12/4/18 16:48,11/7/22 5:31,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2018,2019,SWK 222,Development of Social Welfare,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2018,2019,SWK 310,Social Welfare Policy History,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/18,10/23/22,Shannon Tipton,12/4/18 16:48,10/24/22 11:30,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2017,2018,OTA 116,Media Principles and Procedures I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X1002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,4/16/21 10:11,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2017,2018,OTA 216,Media Principles and Procedures II,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,OTS X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,4/16/21 10:12,4/16/21 10:12,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2015,2016,CUL 111,Garde Manger,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,12/15/21 7:31,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2015,2016,DAS 225,Dental Assisting II,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/28/22 10:54,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2015,2016,DAS 245,Preventive Dentistry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/28/22 10:55,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2015,2016,DAS 250,Clinical Externship,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/28/22 10:55,,No,,
